ID;Tipo;Título;Asignado a;Padre;Estado;Área;Tags;Iteración;Última modificación;Fec Creado;Fec Activado;Fec Resuelto;Fec Cerrado;Puntos Historia;Estimación;Resolved reason;Prioridad;Severidad
47172;Feature;Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia;Alison Urbano;53475;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.6;27/02/2026 23:59:19;07/10/2025 16:07:50;;;;;;;2;
47173;Test Case;[HP][FE] No registrar intereses si hay acuerdo de pago vigente;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:56:09;07/10/2025 16:10:05;07/10/2025 16:10:05;;09/10/2025 15:56:09;;;;2;
47177;Test Case;[HP][FE]Causación de intereses por conceptos;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:55:57;07/10/2025 16:13:00;07/10/2025 16:13:00;;09/10/2025 15:55:57;;;;2;
47178;Test Case;[HP][BK]  Causación únicamente de intereses;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:55:37;07/10/2025 16:16:00;07/10/2025 16:16:00;;09/10/2025 15:55:37;;;;2;
47185;Test Case;[HP][BK]duplicidad de movimientos al reprocesar el mismo lote;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:55:43;07/10/2025 16:21:05;07/10/2025 16:21:05;;09/10/2025 15:55:43;;;;2;
47194;Test Case;[HP][FE] Mantener expediente activo y reflejar intereses actualizados cartera y facturación;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:55:49;07/10/2025 16:28:01;07/10/2025 16:28:01;;09/10/2025 15:55:49;;;;2;
47197;Test Case;[FE][BK] Incluir registros procesados y no procesados en el reporte final;ana.ospina;47165;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:55:29;07/10/2025 16:33:20;07/10/2025 16:33:20;;09/10/2025 15:55:29;;;;2;
47199;Task;Diseño de casos de Prueba;george.quintero;;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;07/10/2025 16:37:40;07/10/2025 16:37:40;;;;;2.0;;2;
47201;Task;Ejecución Pruebas QA Ambiente Staging;ana.ospina;47138;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 15:57:38;07/10/2025 16:45:51;;;09/10/2025 15:57:38;;8.0;;2;
47202;Task;Certificación QA Ambiente Staging;ana.ospina;47138;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;09/10/2025 16:09:23;07/10/2025 16:46:29;;;09/10/2025 16:09:23;;4.0;;2;
47278;Task;Realizacion de script con inserts;Hernán Gutierrez;47158;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;08/10/2025 14:02:56;08/10/2025 13:49:40;08/10/2025 13:51:05;;08/10/2025 14:02:56;;1.0;;2;
47279;Task;Despliegue en dev;Hernán Gutierrez;47158;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;29/10/2025 16:30:28;08/10/2025 13:50:01;08/10/2025 14:02:58;;29/10/2025 16:30:28;;1.0;;2;
47280;Task;Despliegue en QA;Hernán Gutierrez;47158;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;29/10/2025 16:30:30;08/10/2025 13:50:26;08/10/2025 14:03:03;;29/10/2025 16:30:30;;1.0;;2;
47281;Task;Despliegue Staging;Hernán Gutierrez;47158;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;29/10/2025 16:30:32;08/10/2025 13:50:44;;;29/10/2025 16:30:32;;1.0;;2;
47282;Task;Despliegue en Prod;Hernán Gutierrez;47158;Paused;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;2025-10-31T12:47:06Z;08/10/2025 13:51:00;29/10/2025 16:30:35;;;;1.0;;2;
47290;User Story;[Circulación y Tránsito][SILIN+QA] Disponibilización de expedientes del tributo;Jesus Gabriel Castro Villegas;53695;Ready;SILIN\Squad - Migracion;"Ana Ospina; Gabriel Castro; Palmira";SILIN\Iteration-2026-5;05/05/2026 13:51:34;08/10/2025 14:43:11;;;;;;;1;
47312;Task;Configurar ambiente carga archivo;Samy Medina;47138;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;08/10/2025 20:49:58;08/10/2025 16:49:11;08/10/2025 16:49:17;;08/10/2025 20:49:58;;6.0;;2;
47315;Task;Aplicar pagos en staging;Samy Medina;47138;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;08/10/2025 21:00:59;08/10/2025 16:53:53;08/10/2025 16:53:58;;08/10/2025 21:00:59;;4.0;;2;
47316;Task;Aplicar pagos en prod;Samy Medina;47138;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;14/10/2025 23:16:01;08/10/2025 16:54:15;08/10/2025 19:18:47;;14/10/2025 23:16:01;;12.0;;2;
47368;Task;Configurar archivo para carga;Samy Medina;47123;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.3;25/11/2025 02:22:01;08/10/2025 21:11:04;21/11/2025 15:03:09;;24/11/2025 17:26:23;;2.0;;2;
47381;Task;Crear archivo homologación;Carlos Andres Aldana;45468;New;SILIN\Squad - Migracion;"Alison Urbano; Hernan Gutierrez";SILIN;19/02/2026 16:50:55;09/10/2025 13:38:20;;;;;1.0;;2;
47382;Spike;Sesion para entrega de dcoumentos de acuerdos de pago;José Sastoque;46112;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;27/01/2026 21:57:50;09/10/2025 13:43:47;;;;;1.0;;;
47383;User Story;[SILIN+QA]   Disponibilización Deuda y títulos ejecutivos MP;Hernán Gutierrez;43365;Impediment;SILIN\Squad - Migracion;"Gabriel Castro; Palmira; policia";SILIN;17/03/2026 01:21:29;09/10/2025 14:24:06;30/10/2025 13:14:15;;;7.0;;;1;
47387;User Story;MVP | Consultar y listar documentos fuente en Google Drive [POC];Daniel Viloria;47502;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.2;07/11/2025 20:11:29;09/10/2025 14:29:05;15/10/2025 14:06:28;06/11/2025 20:29:27;06/11/2025 20:29:27;2.0;;;1;
47390;User Story;MVP | Ingesta, OCR y extracción de texto de documentos;Daniel Viloria;47502;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.2;07/11/2025 15:42:53;09/10/2025 14:35:56;15/10/2025 14:07:10;07/11/2025 15:42:53;07/11/2025 15:42:53;2.0;;;1;
47394;User Story;MVP | Dividir documentos por reglas y renombrar documentos automáticamente*;Daniel Viloria;47502;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.2;24/11/2025 18:02:55;09/10/2025 14:54:41;15/10/2025 14:07:44;24/11/2025 18:02:55;24/11/2025 18:02:55;4.0;;;1;
47396;User Story;MVP | Crear carpetas y distribuir documentos procesados*;Daniel Viloria;47502;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.2;24/11/2025 18:02:21;09/10/2025 14:56:28;04/11/2025 14:37:04;04/11/2025 14:37:04;04/11/2025 14:37:04;2.0;;;1;
47399;User Story;Circulación y Tránsito [SILIN+QA]   Disponibilización deuda y títulos ejecutivos del tributo*;Jesus Gabriel Castro Villegas;53695;QA Certification;SILIN\Squad - Migracion;"George Quintero; Hernan Gutierrez; Palmira";SILIN\Iteration-2026-5;28/04/2026 13:52:42;09/10/2025 15:01:28;27/04/2026 22:47:33;;;;;;1;
47400;Enabler Story;[SILIN] Flujos manuales Camunda del tributo - I;Hernán Gutierrez;53695;Refinement;SILIN\Squad - Migracion;CYT;SILIN;04/03/2026 16:29:56;09/10/2025 15:01:59;;;;;;;;
47401;User Story;[ETLF+SILIN] Reporte de migración del tributo - I;;53695;New;SILIN\Squad - Migracion;CYT;SILIN;04/03/2026 16:30:58;09/10/2025 15:02:16;;;;;;;1;
47402;Enabler Story;Circulación y Tránsito [SILIN] Proceso rollback del tributo - I;Hernán Gutierrez;53695;Closed;SILIN\Squad - Migracion;"Gabriel Castro; Palmira";SILIN\Iteration-2026-2;19/03/2026 13:38:47;09/10/2025 15:02:40;19/03/2026 13:37:53;;19/03/2026 13:38:47;;;;;
47403;User Story;[ETFL] Migrar docs expedientes a bucket S3 y bucket backend SILIN;Alejandro Remolina;47406;New;SILIN\Squad - Migracion;"Alejandro Remolina; CYT";SILIN\SPR-2025-4.5;16/03/2026 20:52:30;09/10/2025 15:14:35;;;;;;;1;
47404;Enabler Story;[ETFL] Disponibilizar docs a SILIN;Alejandro Remolina;47406;New;SILIN\Squad - Migracion;"CYT; Documentos";SILIN\SPR-2025-4.5;16/03/2026 20:52:39;09/10/2025 15:14:35;;;;;;;;
47406;Feature;Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito;Alison Urbano;53471;New;SILIN\Squad - Migracion;;SILIN;28/02/2026 00:00:32;09/10/2025 15:15:10;;;;;;;2;
47407;User Story;Preparación y migración de PDFs;Alejandro Remolina;47410;New;SILIN\Squad - Migracion;"Alejandro Remolina; Sebastian Granda";SILIN;10/10/2025 19:26:33;09/10/2025 15:18:06;;;;;;;1;
47408;Enabler Story;[ETFL] Cargue de PDF's en Base de Datos SILIN Expedientes;Alejandro Remolina;47410;New;SILIN\Squad - Migracion;"Documentos; transito";SILIN\SPR-2025-4.5;09/12/2025 20:05:55;09/10/2025 15:18:06;;;;;;;;
47409;User Story;[ETFL] Migración de PDF's Acuerdos de Pago - Multas de Tránsito;Alejandro Remolina;47410;New;SILIN\Squad - Migracion;"Documentos; transito";SILIN\SPR-2025-4.5;24/11/2025 17:30:43;09/10/2025 15:18:06;;;;;;;1;
47410;Feature;Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito;Alison Urbano;53472;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.6;27/04/2026 16:42:54;09/10/2025 15:18:33;;;;;;;2;
47436;Bug;"El reporte indica que aplico 6 ""ap"" pagos y el resto salen en status =""np"" . pero en Silin  DB se validan mas de 6 pagos";Samy Medina;47123;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;22/10/2025 15:20:04;09/10/2025 22:36:45;22/10/2025 15:20:04;22/10/2025 15:20:04;22/10/2025 15:20:04;;;Fixed and verified;2;3 - Medium
47486;User Story;Categorización | Definir estructura técnica del proceso de extracción y categorización documental;Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.3;21/11/2025 20:23:32;10/10/2025 21:32:51;11/11/2025 14:35:15;21/11/2025 20:23:32;21/11/2025 20:23:32;2.0;;;1;
47488;User Story;Categorización | Migrar el proceso del ambiente local al entorno de pruebas corporativo (AWS);Daniel Viloria;47503;Impediment;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.3;21/11/2025 20:26:12;10/10/2025 23:27:33;18/11/2025 13:28:04;;;2.0;;;1;
47489;User Story;Categorización | Automatizar ejecución del flujo a horas específicas según se acuerde con el usuario;Daniel Viloria;47503;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.3;20/11/2025 16:12:17;10/10/2025 23:57:54;19/11/2025 14:49:31;20/11/2025 16:12:17;20/11/2025 16:12:17;0.5;;;1;
47490;User Story;Categorización | Crear registro histórico de documentos procesados (con ID único para evitar duplicados);jose.herrera;47503;Paused;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.3;21/11/2025 20:43:54;11/10/2025 00:40:06;06/11/2025 20:25:41;;;1.0;;;1;
47492;User Story;Categorización | Notificar sistema de logs centralizado (éxito, error, advertencias)** Notificación por slack Steven Pardo;Daniel Viloria;47503;Paused;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.3;21/11/2025 17:03:28;11/10/2025 01:04:11;19/11/2025 14:44:05;;;1.5;;;1;
47495;User Story;Matrices | Diligenciar matriz Excel [Expedientes] con datos estructurados extraídos**;Steven Pardo;47504;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;Sebastian Granda;SILIN\SPR-2025-4.5;22/12/2025 14:31:24;11/10/2025 02:00:01;02/12/2025 22:15:36;22/12/2025 14:31:24;22/12/2025 14:31:24;4.0;;;1;
47502;Feature;Implementar MVP - Automatización de Digitalización de Expedientes - Popayán;Steven Pardo;47507;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-3.6;10/02/2026 18:46:11;13/10/2025 16:45:24;13/10/2025 20:53:43;09/02/2026 21:59:53;09/02/2026 21:59:53;;;;2;
47503;Feature;Implementar MVP automatización de digitalización y clasificación de documentos;Steven Pardo;47507;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.4;19/02/2026 21:28:25;13/10/2025 16:51:46;19/02/2026 21:28:25;;;;;;2;
47504;Feature;Implementar MVP automatización de diligenciamiento de matrices;Steven Pardo;47507;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN;10/02/2026 18:46:11;13/10/2025 16:58:20;;;;;;;2;
47505;Feature;Integrar documentos digitalizados al flujo actual de migración;Steven Pardo;47507;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN;10/02/2026 18:46:11;13/10/2025 18:20:23;;;;;;;2;
47507;Epic;Automatización de Digitalización de documentos - Tributos v1.0;José Sastoque;;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN;13/02/2026 16:25:33;13/10/2025 21:00:03;13/10/2025 21:00:06;;;;;;2;
47509;User Story;Arquitectura | Dependencias e integraciones + Lineamientos y estándares técnicos;James Montealegre;;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-3.6;16/10/2025 20:21:42;13/10/2025 22:48:42;;;;;;;1;
47512;User Story;Arquitectura | Aprobación formal de la propuesta por el comité técnico;;;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-3.6;13/10/2025 23:13:18;13/10/2025 23:12:07;;;;;;;1;
47513;User Story;Arquitectura | Roadmap de evolución y escalabilidad + Modelo de trazabilidad y observabilidad;;;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-3.6;13/10/2025 23:22:37;13/10/2025 23:15:32;;;;;;;1;
47705;Enabler Story;[SILIN] Implementar estructura del mensaje Kafka - Multas Policia;Jesus Gabriel Castro Villegas;43365;Closed;SILIN\Squad - Migracion;Hernan Gutierrez;SILIN\SPR-2025-4.2;30/10/2025 15:34:38;15/10/2025 13:22:28;20/10/2025 13:54:54;;30/10/2025 15:34:38;3.0;;;;
47707;User Story;"[ETLF] - Solución Hallazgos de la exploración y de las Reglas de Calidad para el Tributo ""Multas de Policía""";Camilo Rojas Lopera;43365;New;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN;19/02/2026 16:52:03;15/10/2025 13:37:34;;;;3.0;;;1;
47749;Bug;Existen pagos de vigencias pertenecientes a Acuerdos de Pago;Samy Medina;47123;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;22/10/2025 15:18:10;15/10/2025 14:40:25;21/10/2025 13:50:08;22/10/2025 13:43:24;22/10/2025 15:18:10;;;Fixed;2;3 - Medium
47790;Task;Revision e insercion de streams y topic de kafka;Hernán Gutierrez;47705;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;29/10/2025 21:56:08;15/10/2025 19:14:37;15/10/2025 22:04:32;;29/10/2025 21:56:08;;7.0;;2;
47791;Task;Revision e insercion de streams y topic de kafka;Jesus Gabriel Castro Villegas;47705;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;29/10/2025 21:56:18;15/10/2025 19:17:36;15/10/2025 22:04:34;;29/10/2025 21:56:18;;7.0;;2;
47796;User Story;Corrección y estandarización de direcciones y nombres en Predial e ICA;Hernán Gutierrez;43349;Closed;SILIN\Squad - Migracion;"Camilo Rojas; Felipe Castaño; Hernan Gutierrez";SILIN\SPR-2025-4.1;24/10/2025 14:38:28;15/10/2025 21:38:39;17/10/2025 13:53:27;22/10/2025 13:54:20;24/10/2025 14:38:28;3.0;;;1;
47804;Task;Construcción Diccionario de variables;Lili Valencia;47080;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;19/11/2025 13:51:16;15/10/2025 22:32:27;11/11/2025 19:06:30;;19/11/2025 13:51:16;;3.0;;2;
47805;Task;Revisar los resultados EDA;Lili Valencia;47080;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;20/10/2025 16:12:10;15/10/2025 22:39:10;20/10/2025 16:12:00;;20/10/2025 16:12:10;;3.0;;2;
47806;Task;[Template] Construir plantilla desarrollo scripts migración;Lili Valencia;;Removed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 00:05:09;15/10/2025 22:44:03;;;;;10.0;;2;
47807;Task;[Template] Documentar desarrollo scripts migración;Lili Valencia;;Removed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 00:05:14;15/10/2025 22:46:23;;;;;5.0;;2;
47816;Task;Aplicacion de cambios en PROD;Hernán Gutierrez;47796;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;16/10/2025 13:45:14;16/10/2025 13:44:35;16/10/2025 13:45:03;;16/10/2025 13:45:14;;7.0;;2;
47817;Task;Homologacion de cambios en ambientes de QA;Hernán Gutierrez;47796;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 13:56:30;16/10/2025 13:45:01;16/10/2025 13:45:16;;21/10/2025 13:56:30;;7.0;;2;
47950;Task;refactorizacion de insercion de conceptos;Hernán Gutierrez;47158;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;28/10/2025 21:35:50;17/10/2025 13:07:17;27/10/2025 22:13:31;;28/10/2025 21:35:50;;7.0;;2;
47966;User Story;[SILIN+QA]Asociación manual de documentos generados por el equipo de Proyectos para Predial - Mandamiento de Pago;Hernán Gutierrez;43364;Closed;SILIN\Squad - Migracion;"Ana Ospina; jose";SILIN\SPR-2025-4.1;27/10/2025 14:33:35;17/10/2025 14:38:37;20/10/2025 13:38:48;;27/10/2025 14:33:28;3.0;;;1;
48017;Task;Script de busqueda de datos;Hernán Gutierrez;47966;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;20/10/2025 13:02:15;20/10/2025 13:01:42;20/10/2025 13:01:44;;20/10/2025 13:02:15;;7.0;;2;
48018;Task;Insercion en bd actualizando rutas GEN_MAN_PAG;Hernán Gutierrez;47966;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 13:08:39;20/10/2025 13:02:00;20/10/2025 13:02:03;;21/10/2025 13:08:39;;7.0;;2;
48022;Task;1. Revisión de colección Mongo y Datos iniciales;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;20/10/2025 13:41:43;20/10/2025 13:41:02;;;20/10/2025 13:41:43;;1.0;;2;
48024;Task;2. Sincronización AVRO kafka con Hernán y su equipo;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 13:37:07;20/10/2025 13:42:23;20/10/2025 14:36:51;;21/10/2025 13:37:07;;2.0;;2;
48025;Task;3. Creación de librería de funciones Deudas Policía;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;23/10/2025 13:30:33;20/10/2025 13:42:59;20/10/2025 14:37:03;;23/10/2025 13:30:33;;4.0;;2;
48026;Task;4. Creación de recursos AWS necesarios para las primeras pruebas;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;04/11/2025 12:29:49;20/10/2025 13:44:06;;;04/11/2025 12:29:49;;8.0;;2;
48032;Task;5. Configuración BD kafka router y ds-common-silin-db (workflows, etc);jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;21/10/2025 13:37:19;20/10/2025 13:54:26;;;21/10/2025 13:37:19;;4.0;;2;
48033;Task;6. Pruebas unitarias;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;04/11/2025 12:29:55;20/10/2025 13:55:00;;;04/11/2025 12:29:55;;3.0;;2;
48034;Task;7. Pruebas funcionales;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;04/11/2025 12:29:58;20/10/2025 13:55:17;;;04/11/2025 12:29:58;;2.0;;2;
48035;Task;8. Refactors y despliegues;jose.herrera;47075;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;04/11/2025 12:30:00;20/10/2025 13:55:38;;;04/11/2025 12:30:00;;7.0;;2;
48050;Task;1. Migración a Mongo para AP;jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:48:07;20/10/2025 14:48:07;;;;;5.0;;2;
48051;Task;2. Mongo Extractor para AP;jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:48:57;20/10/2025 14:48:57;;;;;2.0;;2;
48052;Task;3. Creación/Ajuste recursos AWS (etl);jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:49:33;20/10/2025 14:49:33;;;;;3.0;;2;
48053;Task;4. Validaciones con Hernán e inserción en SILIN;jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:49:57;20/10/2025 14:49:57;;;;;4.0;;2;
48054;Task;Pruebas unitarias y funcionales;jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:50:18;20/10/2025 14:50:18;;;;;5.0;;2;
48055;Task;Refactor y ajustes adicionales;jose.herrera;45925;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:50:34;20/10/2025 14:50:34;;;;;3.0;;2;
48056;Task;Desarrollo ETL (el resto de tareas está en la HU 46098);jose.herrera;40510;New;SILIN\Squad - Migracion;;SILIN\SPR-2025-3.6;20/10/2025 14:51:37;20/10/2025 14:51:37;;;;;5.0;;2;
48061;Spike;La fecha de Generación del Título Ejecutivo no debe ser Nula. Campo: (fecha_generacion_titulo_ejecutivo);Carlos Andres Aldana;47707;Paused;SILIN\Squad - Migracion;Camilo Rojas;SILIN\SPR-2025-4.4;27/01/2026 21:57:50;20/10/2025 15:30:09;23/10/2025 16:14:31;;;;1.0;;;
48063;Task;Diseño de Casos de Prueba;ana.ospina;47966;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;28/10/2025 13:20:35;20/10/2025 16:15:28;22/10/2025 14:31:29;;28/10/2025 13:20:35;;2.0;;2;
48064;Task;Ejecución Pruebas;ana.ospina;47966;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;28/10/2025 13:20:23;20/10/2025 16:16:53;22/10/2025 14:34:17;;28/10/2025 13:20:23;;8.0;;2;
48065;Test Case;[HP][FE] Revisión de expediente y descarga de mandamiento de pago;ana.ospina;48063;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;22/10/2025 13:37:40;20/10/2025 16:20:43;20/10/2025 16:20:43;;22/10/2025 13:37:40;;;;2;
48066;Test Case;[HP][FE] Revisión de expediente y descarga de oficios de embargo a bancos;ana.ospina;48063;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;27/10/2025 23:42:05;20/10/2025 16:21:38;20/10/2025 16:21:38;;27/10/2025 23:42:05;;;;2;
48067;Test Case;[HP][FE] Revisión de expediente y descarga de Oficio de embargo para Oficina de Registro de Instrumentos Públicos.;ana.ospina;48063;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;27/10/2025 23:41:59;20/10/2025 16:23:09;20/10/2025 16:23:09;;27/10/2025 23:41:59;;;;2;
48069;Test Case;[HP][FE] Verificación del nombre de los documentos PDF descargados;ana.ospina;48063;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.1;27/10/2025 23:42:13;20/10/2025 16:28:55;20/10/2025 16:28:55;;27/10/2025 23:42:13;;;;2;
48086;Spike;La fecha de Vencimiento del Título Ejecutivo no debe ser Nula. Campo: (fecha_vencimiento_titulo_ejecutivo).;Camilo Rojas Lopera;47707;Paused;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/01/2026 21:57:50;20/10/2025 23:18:15;30/10/2025 11:53:22;;;;1.0;;;
48087;Spike;El nombre del Infractor acepta sólo letras Mayúsculas, Minúsculas y espacios simples entre palabras. Campo: (nombre_infractor).;Camilo Rojas Lopera;47707;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;27/01/2026 21:57:50;20/10/2025 23:22:52;;;30/10/2025 11:54:20;;1.0;;;
48088;Spike;El número de Expediente debe ser único. Campo: (numero_expediente).;Camilo Rojas Lopera;47707;Paused;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/01/2026 21:57:50;20/10/2025 23:26:07;30/10/2025 11:55:00;;;;1.0;;;
48089;Spike;El número del Documento de Identidad debe contener sólo números. Campo: (numero_identificacion).;Camilo Rojas Lopera;47707;Paused;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/01/2026 21:57:50;20/10/2025 23:28:05;30/10/2025 11:55:53;;;;1.0;;;
48090;Spike;El número del Título Ejecutivo no debe ser Nulo. Campo: (numero_titulo_ejecutivo).;Camilo Rojas Lopera;47707;Paused;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.4;27/01/2026 21:57:50;20/10/2025 23:30:02;30/10/2025 11:56:51;;;;1.0;;;
48091;Spike;El número del Título Ejecutivo debe tener una cantidad de carácteres entre 9 - 14. Campo: (numero_titulo_ejecutivo).;Camilo Rojas Lopera;47707;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;27/01/2026 21:57:50;20/10/2025 23:32:18;30/10/2025 11:59:28;;05/11/2025 20:00:01;;1.0;;;
48092;Spike;El número del Título Ejecutivo acepta sólo números en formato XX.XX. Campo: (numero_titulo_ejecutivo).;Camilo Rojas Lopera;47707;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;27/01/2026 21:57:50;20/10/2025 23:33:57;;;30/10/2025 12:01:20;;1.0;;;
48093;Task;"[ETFL] Solución Hallazgos Reglas de Formato - Tributo: ""Multas de Policía""";Camilo Rojas Lopera;;Removed;SILIN\Squad - Migracion;"Felipe Castaño; Lili Valencia";SILIN\SPR-2025-4.1;20/10/2025 23:47:03;20/10/2025 23:43:45;;;;;24.0;;2;
48094;Task;[Calidad de Datos] - Aplicación de Reglas #2 y reporte de resultados;Camilo Rojas Lopera;46861;Closed;SILIN\Squad - Migracion;;SILIN\SPR-2025-4.2;05/11/2025 20:04:34;20/10/2025 23:54:59;20/10/2025 23:55:34;;05/11/2025 20:04:07;;8.0;;2;
48095;Enabler Story;[ETFL] - Desarrollo de Plantilla de Código para la migración de nuevos Tributos - Alcance 1;Camilo Rojas Lopera;;New;SILIN\Squad - Migracion;"Alejandro Remolina; Felipe Castaño; Lili Valencia; Palmira";SILIN\SPR-2025-4.5;12/03/2026 13:26:42;20/10/2025 23:57:57;;;;4.0;;;3;
